id,问题,文档,相关页,Hit@1,Hit@2,Hit@3,"检索top1(文件-页,得分)",检索top2,检索top3,模型回答
Q057,员工年度绩效考核结果为C有什么影响？,员工手册 v2.2.pdf,手册-P24,0,0,0,绩效-P04(0.65),绩效-P06(0.58),绩效-P03(0.55),"# 年度绩效考核结果为 C 的影响  根据公司绩效考核管理办法，考核结果为 C（需要改进）会带来以下影响：  ## 1. 可能被认定为“不能胜任工作” 绩效成绩为 B- 及以下（含 C）达到以下任一情形的，视为不能胜任本岗位工作： - 双月考核：累计全年 3 次（含）以上 - 季度考核：累计全年 2 次（含）以上  对该类员工，公司将优先安排岗位技能培训或调整工作岗位；经培训或调岗后仍不能胜任工作的，公司将依法解除劳动合同。[1]  ## 2. 绩效工资/年终奖金受影响 绩效考核结果将作为绩效工资发放、年终奖金、年终绩效、调薪、晋升、降级、降薪、辞退、提升培训等重要依据，年终奖金发放与年度绩效等级挂钩。[1]  ## 3. 无法获得年终绩效较高等级 以 P 岗为例，年终绩效要达到 S、A 或 A- 均要求""无 B- 及以下""，因此存在 C 等级的员工无法评定为较高的年终绩效等级。[1]  ## 4. 等级系数为零 按等级系数标准，C 等级的系数为 0%（无论 M 岗还是 P 岗），即当期绩效浮动部分按零计算。[1]  此外，C 等级属于""需要在多个领域显著改进""的等级，表现需显著改进才能满足岗位要求。[1]"
Q058,员工双月绩效考核结果为C如何处理？,员工手册 v2.2.pdf,手册-P24,0,0,0,绩效-P04(0.66),绩效-P03(0.62),绩效-P06(0.61),"# 双月考核 C 等级（需要改进）的处理  根据公司绩效管理办法，员工考核结果为 C 时将涉及以下处理：  **1. 不能胜任认定** 员工绩效考核成绩为 B- 及以下（含 C）达到以下情形的，视为不能胜任本岗位工作： - 双月考核：全年累计 **3 次（含）以上** C 或 B- 及以下等级； - 季度考核：全年累计 2 次（含）以上 [1]  **2. 处理措施** 对被认定为不能胜任的员工，公司将**优先安排岗位技能培训或调整工作岗位**；经培训或调岗后仍不能胜任工作的，公司将依法解除劳动合同 [1]。  **3. 相关连带影响** - C 等级对应等级系数为 **0%**（M 岗与 P 岗均为 0%），即该周期绩效工资不发放 [1]； - 全年年终绩效评定中，要求""无 B- 及以下""才能达到 A- 及以上等级，因此出现 C 会影响年终绩效等级评定 [1]； - 绩效考核结果将作为绩效工资、年终奖金、调薪、晋升、辞退、培训等重要依据 [1]。  **4. 改进机制** 考核结果出具后 5 个工作日内，考核者需与被考核者进行绩效面谈，反馈优点与不足并**制定改进计划**，同时沟通下一期考核目标 [1]。  **提示：** 若对考核过程或结果有异议，可在知道考核结果后 5 个工作日内向上一级领导或人力资源部提出申诉 [1]。"
Q059,计算机配件丢失由谁赔偿？,员工手册 v2.2.pdf,手册-P25,0,0,0,手册-P28(0.53),手册-P03(0.53),None-P00(0.51),关于“计算机配件丢失由谁赔偿”，提供的资料中并没有专门针对配件丢失赔偿的直接条款，我无法给出确切答案。  不过根据《纪律处罚条例》中的一般性规定，如果给公司造成损失，员工需向公司承担赔偿责任 [1]；此外，因员工使用计算机不当（如拷贝病毒文件、违规操作等）造成的问题，公司也有权处理并追责 [1]。  如果配件属于正常损耗或非人为丢失，具体如何处理（例如是否需赔偿、走什么审批流程）建议您咨询网络管理员（可通过电话或企业微信联系）[1] 或人力资源部确认。
Q060,计算机可以添加私人硬件吗？,员工手册 v2.2.pdf,手册-P25,0,0,0,手册-P28(0.53),手册-P03(0.51),None-P00(0.50),"根据提供的资料，公司制度中并未明确提及""是否可以添加私人硬件""的条款（提供的上下文主要涵盖防病毒管理、正版化管理、网络带宽管理等内容 [1]），因此我无法从现有资料中给出确切答案。  不过基于一般企业IT管理惯例和本制度的精神，建议如下：  1. **需先申请审批**：公司对计算机硬件有管理规范 [1]，涉及硬件更换、配置升级均需通过钉钉OA审批（如""标准配置更换""审批单）进行 [2]，私人硬件很可能同样需要报批。 2. **风险考虑**：自行添加私人硬件可能涉及驱动冲突、病毒来源、软件授权等问题，与公司防病毒管理和正版化管理规定相冲突 [1]。  建议您直接咨询网络管理员（可通过电话或企业微信联系 [1]）确认具体政策，以免违反规定而受到纪律处罚 [1]。"
Q061,公司内部计算机的IP地址如何分配？,员工手册 v2.2.pdf,手册-P25,1,1,1,手册-P24(0.56),手册-P03(0.54),手册-P28(0.52),根据公司规定，IP地址的分配方式如下：  - 公司内部计算机的 IP 地址统一由**网络管理员**分配一个独立的内网固定 IP 地址。 - 如需增加内网固定 IP 地址，需**与网络管理员联系并通过邮件申请**，不允许私自添加或修改 IP 地址。 - 如内网 IP 在使用中需要变更，可向内网管理员通过内部管理系统提出申请，由申请部门领导签字后，交由内网管理统一安排；变更完成后由申请部门相关人员签字确认 [1]。  此外，技术部在安装 Windows Server 或其他 Server 时，请勿添加非必要的服务（如 DHCP SERVICE、WINS SERVICE 和 DNS SERVICE 等），以免造成冲突 [1]。
Q062,账号密码的长度要求是多少？,员工手册 v2.2.pdf,手册-P26,1,1,1,手册-P26(0.52),手册-P03(0.45),None-P00(0.41),根据公司规定，账号的密码长度不得少于 6 位，且密码应由数字、大小写字母和特殊符号组成，具有必要的组合复杂度；禁止使用连续或相同的数字、字母组合（如 123456）以及其他易于破译的组合作为密码 [1]。
Q063,用户应多久修改一次密码？,员工手册 v2.2.pdf,手册-P26,1,1,1,手册-P26(0.46),手册-P34(0.44),None-P00(0.41),根据公司规定，用户应定期修改密码，**至少每季度（每三个月）一次**，并且同一密码不能反复使用 [1]。
Q064,公司有线网络和WIFI的准入账号密码是什么？,员工手册 v2.2.pdf,手册-P27,0,1,1,None-P00(0.61),手册-P26(0.54),手册-P28(0.46),公司有线网络和 WIFI（kpy-office）的准入账号密码统一为公司的 **LDAP 账号密码** [2]。  具体使用说明： - 无线网络选择 **kpy-office**，WIFI 密码是 **Kpy1234567890** [1] - 连接后（有线或无线）访问任意网站，会自动弹出准入认证页面，需输入 **LDAP 账号、密码、手机验证码和图片验证码** 进行认证 [1] - 准入认证有效期为**一个月**，即每个月需重新认证一次 [1]
Q065,公司禁止哪些下载行为？,员工手册 v2.2.pdf,手册-P27,0,0,1,手册-P28(0.67),手册-P03(0.63),手册-P26(0.62),根据公司《计算机使用及保管规定》，公司禁止的下载行为主要包括：  **网络带宽管理方面的规定（6.6）：** - 全时段禁止在公司通过 HTTP 或 FTP 的方式进行上传和下载 - 禁止使用多线程、BT、P2P 类下载程序下载文件（包括但不限于迅雷、快车、BT 等），以及使用诸如代理猎手的软件扫描网络端口 - 禁止使用 P2P 类播放器播放影音文件（如迅雷看看、酷狗、QQ 音乐、PPlive 等） - 如确因工作需要上传或下载文件，需向部门负责人提出申请，经同意后由网络管理员下载并发送给申请人 [1] - 禁止工作时间观看在线视频等视听节目，以及玩游戏、观看色情或反动信息等 [1]  **文件管理方面的规定（6.5）：** - 不下载来历不明或盗版的应用或驱动程序，如需正版软件可向部门负责人申请，公司批准后统一采购 [1]  **防病毒管理方面的规定（6.7）：** - 禁止使用来历不明、未经杀毒的软件，不阅读和下载来历不明的电子邮件或文件 [1]  **违规后果：** - 如发现滥用公司网络资源进行与工作无关的下载，网络管理员有权封住其 IP 地址和邮件账户，并通知部门负责人及人力资源部 [1]；情节严重的还可能依据《纪律处罚条例》受到纪律处罚 [1]
Q066,发现员工滥用网络资源进行与工作无关的下载，网络管理员如何处理？,员工手册 v2.2.pdf,手册-P28,1,1,1,手册-P28(0.70),纪律-P04(0.66),纪律-P01(0.62),根据公司网络管理规定，如果发现员工滥用公司网络资源进行与工作无关的下载，网络管理员有权利将其 IP 地址和邮件账户封住，并通知其部门负责人及人力资源部 [1]。  此外，对于存在此类违规行为的员工，除网络管理员采取技术措施处理外，员工所在部门及人力资源部还可依照《纪律处罚条例》对其进行纪律处罚 [1]。例如，违反公司相关规定、政策导致经济损失的行为，视情节轻重可给予书面警告、最终警告直至解除劳动合同的处分 [2]。
Q067,防病毒管理有哪些要求？,员工手册 v2.2.pdf,手册-P28,1,1,1,手册-P28(0.67),手册-P03(0.60),手册-P26(0.54),根据公司《计算机使用及保管规定》第6.7节，防病毒管理的要求如下：  1. **使用批准的杀毒软件**：各使用人或部门应采用内网管理批准的查毒、杀毒软件，包括服务器和客户端的杀毒软件 [1]。  2. **规范日常维护**：严格按照总公司信息技术部下发的桌面管理制度实施日常维护，不允许擅自重装操作系统及各种软件；禁止使用来历不明、未经杀毒的软件，不阅读和下载来历不明的电子邮件或文件，严格控制并阻断计算机病毒的来源。日常工作中遇到计算机异常情况，应及时通过电话、电子邮件、钉钉等方式上报系统管理员 [1]。  3. **杀毒软件安装与升级**：网络管理员会为每一台计算机安装杀毒软件，请尽量不要安装其他的反病毒软件，以免造成冲突，并需定期升级病毒库 [1]。  4. **违规处理**：如因员工使用不当（包括但不限于拷贝病毒文件、开设可写或完全共享、不安装防病毒软件、不升级病毒库、安装与工作无关的软件等）造成电脑感染病毒，网络管理员有权立即采取一切技术手段处理，并即时通知其部门经理及人力资源部 [1]。
Q068,向其他单位或个人提供正版软件造成版权纠纷的后果？,员工手册 v2.2.pdf,手册-P29,1,1,1,手册-P28(0.53),手册-P30(0.39),纪律-P04(0.39),根据公司正版化管理规定，不准向其他单位或个人提供任何正版软件。因向其他单位或个人提供正版软件而造成版权纠纷的，由软件提供人承担一切后果 [1]。此外，未经版权拥有人明确批准，不得复制及更改软件 [1]。
Q069,公司把违反规章制度的行为划分为哪几类？,纪律惩罚规定.pdf,纪律-P01,0,1,1,纪律-P04(0.65),纪律-P01(0.65),手册-P30(0.62),根据公司纪律处罚条例，公司明确将违反企业规章制度（违纪）的行为划分为**三类** [1]：  1. **轻度违纪** —— 可给予书面警告处分 2. **较重违纪** —— 可给予最终警告处分，并可同时实施降职、降薪或经济处罚 3. **严重违纪** —— 可给予解除劳动合同（辞退）的处理 [1]  此外，两次书面警告相当于一次最终警告 [1]。
Q070,轻度违纪行为会受到什么处分？,纪律惩罚规定.pdf,纪律-P01,1,1,1,纪律-P01(0.73),手册-P03(0.67),纪律-P04(0.66),根据纪律处罚条例，凡做出轻度违纪行为者，将受到**书面警告处分** [1]。  属于轻度违纪的情形包括：当月迟到、早退累计5次及以上；伪造考勤或溜岗一次；旷工一次；请人代打卡或代他人打卡；违反规定或工作失误导致0-5000元（含）经济损失等 [1]。此外，两次书面警告相当于一次最终警告 [1]。
Q071,严重违纪行为会受到什么处理？,纪律惩罚规定.pdf,纪律-P01,1,1,1,纪律-P01(0.66),手册-P03(0.63),纪律-P04(0.62),"根据公司纪律处罚条例，凡做出严重违纪行为者，将受到**解除劳动合同（即""辞退""）**的处理 [1]。  具体而言，属于严重违反公司规章制度的行为，经查实，可**不经预告予以辞退**，同时公司保留追究经济赔偿的权利——即解除劳动合同，且员工**不享受任何经济补偿** [1]。  此外需要注意： - 员工行为同时违反多项条款时，参照执行较重的处罚；处罚须查有实据 [1]。 - 若违纪给公司造成损失，员工还可能被要求承担赔偿责任 [1]。 - 如需并处赔偿、经济处罚，具体数额由财务部门或人力资源部提出核算依据，报总经理决定 [1]。"
Q072,哪些行为属于轻度违纪（可给予书面警告）？请列举至少三项。,纪律惩罚规定.pdf,纪律-P01、纪律-P02,1,1,1,纪律-P01(0.74),手册-P30(0.70),手册-P03(0.68),根据纪律处罚条例，属于轻度违纪、可给予书面警告的行为包括 [1][2]：  1. **迟到、早退当月累计5次及以上** [1][2] 2. **伪造考勤、无故脱岗（溜岗）一次** [1][2] 3. **请人代打卡或代他人打卡** [1][2] 4. **旷工一次** [1][2] 5. 违反公司或部门标准操作程序或其他制度、政策，导致0–5000元（含）经济损失的 [1][2] 6. 因工作失误导致0–5000元（含）经济损失的 [1][2] 7. 因违反公司相关规定或个人使用及保管不当，造成个人资产名下的公司资产不能正常使用的 [1][2] 8. 其它管理政策中提到的警告内容（如法律、知识产权政策等）[1][2]
Q073,哪些行为属于较重违纪（可给予最终警告）？,纪律惩罚规定.pdf,纪律-P02,1,1,1,纪律-P01(0.77),手册-P03(0.76),纪律-P04(0.71),根据公司纪律处罚条例，属于较重违纪行为、经查实可给予最终警告（并可同时实施降职、降薪或经济处罚）的情形包括：  1. **威胁、谩骂、侮辱、诽谤他人** [1] 2. 因违反公司相关规定，或因个人使用及保管不当，而造成**他人及公共财产损失** [1] 3. 违反公司或部门标准操作程序或其他制度、政策，导致 **5000 至 20000 元经济损失**，或不能按照公司要求的时间进度和工作标准完成工作任务 [1] 4. 因工作失误，导致 **5000 至 20000 元经济损失**，或不能按要求的时间进度和工作标准完成工作任务 [1] 5. 合同期内，**累计旷工两次** [1] 6. 其它管理政策中提到的相关内容 [1]  此外，**两次书面警告相当于一次最终警告** [1]。
Q074,两次书面警告相当于什么处分？,纪律惩罚规定.pdf,纪律-P02,0,1,1,手册-P03(0.70),纪律-P01(0.66),纪律-P04(0.57),两次书面警告相当于一次最终警告 [2]。
Q075,造成20000元（含）以上损失的违纪行为如何处理？,纪律惩罚规定.pdf,纪律-P04,1,1,1,纪律-P04(0.67),纪律-P01(0.65),手册-P03(0.61),根据《纪律处罚条例》，造成 20000 元（含）以上损失的违纪行为属于**严重违纪**，经查实后，公司可**不经预告予以辞退**（即解除劳动合同，且不享受任何经济补偿），同时公司保留追究经济赔偿的权利 [1]。  具体而言，以下两种情形均按严重违纪处理 [1]： - 违反公司或部门标准操作程序或其他制度、政策，导致 20000 元（含）以上损失者； - 因过错或失职，造成人员伤害或财、物损失，价值 20000 元（含）以上者。  此外，如需要并处赔偿或经济处罚，具体数额由财务部门或人力资源部提出核算依据，送报总经理决定，经济处罚可包括取消或减少该员工的奖金、浮动性收入资格 [1]。
Q076,处罚决定（书面警告、降职降薪、辞退等）需要谁批准？,纪律惩罚规定.pdf,纪律-P06,0,0,1,手册-P03(0.74),纪律-P01(0.68),纪律-P04(0.65),根据纪律处罚条例，书面警告、最终警告及降职、降薪、辞退等处罚决定，均需由**直接上级和人力资源部共同审核，最终由总经理批准** [2]。
Q077,员工对处罚决定有异议时如何处理？,纪律惩罚规定.pdf,纪律-P05,1,1,1,纪律-P04(0.64),手册-P32(0.58),手册-P03(0.56),根据员工手册规定，员工对处罚决定有异议时处理流程如下：  1. **声明异议**：当事人如对违纪记录及处罚决定有异议，应在《纪律处分报告表》相应栏目内签字声明 [1][2]。  2. **复核期限**：人力资源部应在员工提出异议后的**七日内**对违纪事件进行重复核实 [1][2]。  3. **复核结果处理**：    - **核实无误**：按原处罚决定执行。违纪当事人拒绝签字并不能使处分无效，但此时须有旁证人签字证明当事人拒绝签字或拒绝接受处分 [1][2]。    - **复核结果与原结果有差异**：应按新的调查结果重新组织违纪人直接主管和违纪人进行面谈，并确认最终处分决定 [1][2]。  此外，在举证、查证过程中，当事人有充分的申辩权利 [1][2]。如部门负责人在处理纪律事宜有不明之处，应向人力资源部咨询或征求建议 [1][2]。
Q078,违纪员工给公司造成损失时还需承担什么责任？,纪律惩罚规定.pdf,纪律-P01,0,1,1,纪律-P04(0.63),纪律-P01(0.59),手册-P30(0.58),根据纪律处罚条例的规定，违纪员工给公司造成损失时，除受到相应的纪律处分外，还需承担以下责任：  1. **赔偿责任**：给公司造成损失的，员工同时还被要求向公司承担赔偿责任 [1]。  2. **经济处罚**：公司可根据其他内部规定并处其他处罚。如需要并处赔偿、经济处罚，具体数额由财务部门或人力资源部提出核算依据，然后送报总经理决定。经济处罚可以是根据相关规定，使该员工少享受或取消享受下列款项的资格：奖金、浮动性收入 [1]。  3. **辞退情形下的经济追偿**：对于严重违纪被辞退（解除劳动合同，且不享受任何经济补偿）的员工，公司保留追究经济赔偿的权利 [1][2]。
Q079,公司的绩效考核周期和发放时间是什么？,绩效管理办法V1.1.pdf,绩效-P01,0,1,1,绩效-P03(0.65),绩效-P01(0.61),绩效-P04(0.60),根据公司绩效管理办法：  **考核周期**：绩效考核周期为双月/季度绩效评估，具体结合部门业务属性核定 [1]。  **发放时间**：绩效工资在绩效考核周期结束的次月 25 日发放（遇周末及法定节假日顺延）[1]。  **相关时间节点** [1]： - 考核周期开始前 5 日（逢周末/节假日提前），各部门负责人提交当期考核目标相关文档至人力资源部； - 考核周期结束当月 27 日前，员工提交绩效考核表至部门负责人； - 考核周期结束后次月 1 日前，各部门负责人提交部门内绩效考核结果至人力资源部。
Q080,公司考核管理委员会由哪些人组成？,绩效管理办法V1.1.pdf,绩效-P01,1,1,1,绩效-P01(0.59),绩效-P03(0.54),绩效-P04(0.53),根据公司绩效管理办法，考核管理委员会由**总经理、CTO、CIO、副总经理、人力资源部总监**组成，负责领导考核工作 [1]。
Q081,试用期员工是否参加绩效考核？,绩效管理办法V1.1.pdf,绩效-P01,0,0,1,手册-P08(0.63),绩效-P03(0.62),绩效-P01(0.61),是的，试用期员工需要参加绩效考核。根据公司绩效管理办法，福建靠谱云算力技术有限公司及关联公司的所有员工均需参加考核，试用期员工与实习生参与绩效评估，但**不计算绩效工资**，绩效评估结果将作为转正的重要参考依据 [2]。  另外需要注意的是，员工在考核周期内转正的，若转正当月在岗天数达到当月计薪日的三分之二及以上，可参与当月绩效工资评定；未达到该标准的，原则上转正当月不参与绩效工资评定 [2]。
Q082,关键绩效指标设立的SMART法则各字母代表什么？,绩效管理办法V1.1.pdf,绩效-P02,0,1,1,绩效-P04(0.50),绩效-P01(0.45),绩效-P03(0.44),SMART法则各字母含义如下：  - **S（具体）**：指标必须是具体的、可理解的，可告诉员工具体要做什么或完成什么； - **M（可度量）**：指标是“可度量的”，员工知道如何衡量他的工作成果； - **A（可实现）**：指标是“可达到的”、“可实现的”，具有挑战性但可达成； - **R（相关的）**：指标与岗位职责及公司目标紧密相关； - **T（有时限）**：指标是“有时限的”，员工知道应该在什么时间完成。[1]
Q083,公司的绩效等级有哪些？,绩效管理办法V1.1.pdf,绩效-P04,1,1,1,绩效-P04(0.71),绩效-P06(0.66),绩效-P01(0.63),根据《绩效管理办法》，公司绩效考核结果共分为七个等级（6.6.1 等级标准）[1]：  | 等级 | 定义 | |------|------| | **S** | 卓越——表现显著超越目标，在领导力、创新和团队合作等方面有突出贡献 | | **A** | 优秀——表现持续超越期望，成果卓越，能独立处理复杂问题 | | **A-** | 良好——稳定达到期望，成果良好，能独立完成任务 | | **B** | 合格——表现符合期望，成果令人满意，需在特定领域改进 | | **B-** | 尚需努力——表现部分未达期望，需指导和支持以提升 | | **C** | 需要改进——多个领域未达期望，需要显著改进 | | **D** | 不满足要求——关键领域表现未达标，需加强培训和辅导 |  等级对应的评估总分区间：S（110–120）、A（100–110）、A-（90–100）、B（80–90）、B-（70–80）、C（60–70）、D（<60）[1]。  此外，考核结果采用强制分布，各等级比例上限分别为：S 5%、A 10%、A- 10%、B 45%、B- 15%、C 10%、D 5%[1]。
Q084,绩效等级S对应的分数区间是多少？,绩效管理办法V1.1.pdf,绩效-P04,1,1,1,绩效-P04(0.71),绩效-P06(0.60),绩效-P01(0.56),绩效等级 S（卓越）对应的评估总分区间是 **110≤X≤120** [1]。
Q085,绩效强制分布各等级的人数占比上限是多少？,绩效管理办法V1.1.pdf,绩效-P04,1,1,1,绩效-P04(0.71),绩效-P03(0.57),绩效-P01(0.56),根据绩效管理办法，考核评定最终结果采用强制分布，各等级人数占比上限如下 [1]：  | 等级 | S（卓越） | A（优秀） | A-（良好） | B（合格） | B-（尚需努力） | C（需要改进） | D（不满足要求） | |------|-----------|-----------|------------|-----------|----------------|----------------|------------------| | 比例上限 | 5% | 10% | 10% | 45% | 15% | 10% | 5% |  其中各等级对应的评估总分为：S（110≤X≤120）、A（100≤X<110）、A-（90≤X<100）、B（80≤X<90）、B-（70≤X<80）、C（60≤X<70）、D（X<60）[1]。
Q086,绩效等级系数中M岗和P岗的最高系数分别是多少？,绩效管理办法V1.1.pdf,绩效-P05,1,1,1,绩效-P04(0.70),绩效-P06(0.56),绩效-P01(0.54),根据绩效等级系数表，M岗最高系数为 **60%**（S级），P岗最高系数为 **45%**（S级）[1]。
Q087,员工对考核结果有异议的申诉期限是多久？,绩效管理办法V1.1.pdf,绩效-P05,1,1,1,绩效-P04(0.62),绩效-P03(0.61),绩效-P06(0.58),员工对考核结果有异议时，如沟通无法解决，可在**知道考核结果后 5 个工作日内**向上一级领导或人力资源部提出申诉。上一级领导或人力资源部在接到申诉后 5 个工作日内给予答复 [1]。  （注：此申诉期限原为“2 个工作日”，在 V1.1 版本中调整为“5 个工作日” [1]。）
Q088,什么情况下视为不能胜任本岗位工作？,绩效管理办法V1.1.pdf,绩效-P05,1,1,1,绩效-P04(0.50),纪律-P04(0.44),手册-P30(0.44),根据文件，员工绩效考核成绩为 B- 及以下，达到以下任一情形的，视为不能胜任本岗位工作 [1]：  - **双月考核**：累计全年 3 次（含）以上； - **季度考核**：累计全年 2 次（含）以上。  对该类员工，公司将优先安排岗位技能培训或调整工作岗位；经培训或调岗后，仍不能胜任工作的，公司将依法解除劳动合同 [1]。
Q089,员工缺勤超过多少不参与当期绩效工资评定？,绩效管理办法V1.1.pdf,绩效-P03,1,1,1,绩效-P03(0.64),手册-P22(0.61),手册-P12(0.59),根据公司绩效考核制度，员工在一个绩效考核周期内缺勤天数（含事假/病假等）按计薪日计算，累积**超过三分之一**，原则上不参与本次绩效工资评定。  例外情况：若该员工经部门负责人确认、人力资源部核准，已按期保质完成考核周期内全部工作任务，可按实际完成工作情况核定发放绩效工资。此外，法定带薪假（如年休假、陪产假、婚假、法定丧假、工伤假等）不计入缺勤天数 [1]。
Q090,员工在考核周期内转正，需满足什么条件才能参与当月绩效评定？,绩效管理办法V1.1.pdf,绩效-P03,0,1,1,绩效-P04(0.63),绩效-P03(0.63),绩效-P06(0.60),根据规定，员工在考核周期内转正的，若转正该月在岗天数达到当月计薪日的三分之二及以上，可参与当月绩效工资评定；若未达到上述标准，原则上转正当月不参与本次绩效工资评定 [1]。
Q091,绩效面谈应在什么时间进行？,绩效管理办法V1.1.pdf,绩效-P03,1,1,1,绩效-P03(0.58),绩效-P04(0.47),绩效-P01(0.46),根据《绩效管理办法》6.5 条的规定：  - **考核目标设定前**：考核者需与被考核者充分沟通，协商达成一致并签字确认。 - **考核结果出具后 5 个工作日内**：考核者需与被考核者进行绩效面谈，内容包括反馈优点与不足、制定改进计划、沟通下一期考核目标并达成共识。双方签字确认后，面谈记录须在 **3 个工作日内**提交人力资源部存档，未提交者当期考核结果不予生效 [1]。  此外，如面谈无法达成一致或员工拒绝签字，考核者应如实记录并注明情况，经部门负责人签字后提交人力资源部备案，视为已履行面谈程序；人力资源部将在 3 个工作日内介入处理分歧 [1]。
Q092,P岗年终绩效评为S级的条件是什么？,绩效管理办法V1.1.pdf,绩效-P06,0,1,1,绩效-P04(0.71),绩效-P06(0.61),绩效-P01(0.58),根据文件，P岗年终绩效评为S级的条件是：全年考核中 S/A/A- 次数占比 ≥70%，且至少获得 1 次 S，且全年无 B- 及以下等级 [1]。  另外注意：对于未完整参与全年考核的员工，其达标次数 = 实际考核次数 × 对应等级比例（四舍五入取整），且最终达标次数不得低于 1 次 [1]。
Q093,绩效考核结果有哪些应用？,绩效管理办法V1.1.pdf,绩效-P05,1,1,1,绩效-P04(0.60),绩效-P03(0.59),绩效-P01(0.56),绩效考核结果的应用主要包括以下几个方面 [1]：  1. **人事决策的重要依据**：绩效考核结果将作为绩效工资发放、年终奖金、年终绩效、调薪、晋升、降级、降薪、辞退、提升培训等重要依据。  2. **年终奖金发放**：年终奖金的发放与员工年度绩效考核等级挂钩，由公司依据当年度总体业绩情况并结合个人绩效等级进行核算和确认发放方案，具体发放规则以公司当年正式发布的方案为准。  3. **不能胜任处理**：绩效考核成绩为 B- 及以下，双月考核累计全年 3 次（含）以上、或季度考核累计全年 2 次（含）以上的，视为不能胜任本岗位工作。公司将对这类员工优先安排岗位技能培训或调整工作岗位；经培训或调岗后仍不能胜任工作的，公司将依法解除劳动合同。  此外，试用期员工与实习生的绩效评估结果（虽不计算绩效工资）将作为转正的重要参考依据 [1]。
Q094,薪酬福利制度的适用范围是什么？,薪酬福利制度V3.0.pdf,薪酬-P01,1,1,1,薪酬-P01(0.61),薪酬-P05(0.56),手册-P02(0.53),根据公司薪酬福利制度，其适用范围是：**适用于公司及关联公司全体职工（不含劳务人员）** [1]。
Q095,员工的薪资由哪两部分构成？各包括什么？,薪酬福利制度V3.0.pdf,薪酬-P01,1,1,1,薪酬-P01(0.52),薪酬-P05(0.52),绩效-P03(0.52),根据公司薪酬福利制度，员工的薪资由固定部分和浮动部分两部分构成 [1]：  **固定部分**，包括： - **基本工资**：根据政府有关机构要求的保险最低缴费标准设定 [1] - **岗位工资**：根据岗位重要性、职责设定，岗位发生变化时相应调整 [1]  **浮动部分**，包括： - **绩效工资**：参照《绩效管理办法》及各部门绩效考核方案 [1] - **年终奖金**：根据公司经营状况、部门绩效和员工绩效表现综合评定（仅限发放日在职员工）[1] - **提成**、**项目奖金**、**证书补贴**等 [1]
Q096,年终奖金的发放对象是谁？,薪酬福利制度V3.0.pdf,薪酬-P01,0,0,0,薪酬-P03(0.54),薪酬-P05(0.52),手册-P16(0.47),根据提供的资料，文中并没有直接说明“年终奖金”的发放对象。资料中提到的“专项奖金”才有明确的奖励对象说明。  **专项奖金的奖励对象** [1]：奖金授予在特定领域做出显著贡献的员工或团队，包括但不限于： - 成功按时完成重大项目或任务； - 在产品开发、技术创新、市场拓展中取得突破； - 在客户服务、团队合作、内部管理中表现卓越。  另外，版本更新记录中提到 V2.2 版本曾“新增年终绩效” [1]，但具体内容（包括年终奖金的发放对象）未在提供的资料中体现。如果您需要了解年终奖金的发放对象，建议咨询公司人力资源部。
Q097,特殊调薪一般在什么时间进行？,薪酬福利制度V3.0.pdf,薪酬-P02,0,0,1,薪酬-P03(0.65),薪酬-P05(0.60),薪酬-P01(0.59),根据公司薪酬福利制度，特殊调薪一般在**每年 10 月**进行，适用于因绩效表现优异（近 1 年有 3 次绩效成绩 A（含）以上）、核心人员保有、市场薪资水平等原因产生的薪资调整，由部门 HRBP 提报，经一级部门负责人、分管副总、HRD 确认、总经理审批后，调薪日期以《异动调薪表》审批完成的次月为准。[1]
Q098,员工两次调薪的时间间隔要求是什么？,薪酬福利制度V3.0.pdf,薪酬-P03,1,1,1,薪酬-P03(0.61),薪酬-P01(0.60),手册-P22(0.58),员工两次调薪时间间隔原则上需 **≥6 个月**，但职位晋升不受此限制。试用期员工以转正调薪之日作为间隔计算起点，正式员工则以上一次调薪时间作为间隔计算起点 [1]。  另外，职级晋升（岗位未变动、职级变动）原则上每年仅一次统一定级机会（试用期员工除外）[1]。
Q099,每次调薪的幅度上限是多少？,薪酬福利制度V3.0.pdf,薪酬-P03,1,1,1,薪酬-P03(0.61),薪酬-P01(0.58),薪酬-P05(0.54),每次调薪幅度原则上不超过原薪资的 20%；如为业绩卓越、贡献突出人员申请超出此幅度的，需附上理由申请特批 [1]。
Q100,近半年绩效存在B-/C/D的员工能否调薪？,薪酬福利制度V3.0.pdf,薪酬-P03,0,0,1,薪酬-P01(0.62),绩效-P04(0.62),薪酬-P03(0.61),"不能。根据公司薪酬制度,近半年绩效存在 B-/C/D 的人员,不做薪资增长;需在 6 个月后绩效有明显改善的,方可评估调整。[1]"
Q101,员工受处分后多久不能调薪？,薪酬福利制度V3.0.pdf,薪酬-P03,0,0,0,纪律-P04(0.62),手册-P03(0.58),手册-P32(0.56),根据所提供的员工手册内容，其中并没有关于员工受处分后多长时间内不能调薪的规定。  文档中仅提到纪律处分会影响经济利益的情况包括：经济处罚可使员工少享受或取消享受奖金、浮动性收入的资格 [1][2]，但并未规定受处分后禁止调薪的期限。  如需了解该问题的准确答案，建议向人力资源部咨询 [1][2]。
